Id,Latitude,Longitude,time
0,28.28904429474585,-17.09715670859034,31-03-25 13:23
1,28.226363379233376,-16.848206734684037,31-03-25 14:04
2,28.247261088024203,-16.985578710978245,31-03-25 14:04
3,28.339365318139272,-17.297544676757813,07-04-25 17:38
4,28.9602671241461,-17.497271239257817,07-04-25 18:40
